13,Anonymous,Anonymous,Anonymous,2025-04-24 13:19:33,Public link,N/A,N/A,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Good,Strongest on detail in the area of public humanities engagement but I'm not convinced this is the top priority given the current research landscape. ,I didn't see a clear strategy for cultivating a culture of grantspersonship in the humanities. Optimism for new foundations/donors is not yet supported in what we're seeing on the national level.,Specific strategies are needed for supporting 1. basic humanities research through supporting grant writing and engagement and 2. strategy for cultivating larger scale projects.,With reservation,"I worry that the candidate has had many opportunities ie international work, 2fellowships, Seibold, HCI, but did not articulate how they shape her vision for WIHR or could benefit UW institutionally. ","This felt like a WIHR 1.0 approach to cultivating morale and supporting faculty who are already in the WIHR sphere. I was looking for clearer examples, lessons learned, and ambitious vision and plan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Anonymous,Anonymous,Anonymous,2025-04-24 14:53:03,Public link,N/A,N/A,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,,,,Yes,,"Both candidates would make good leaders, but given that Morris just recently earned tenure and Sailor is a full professor, I think Sailor is the best choice for Director. Morris should be Assist. Dir.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Anonymous,Anonymous,Anonymous,2025-04-24 14:45:49,Public link,N/A,N/A,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Very Good,Dr. Sailor brings experience and has been with the University of Wyoming for a long time. That is an important consideration and something to appreciate in moments of uncertainty. ,I thought that some of Dr. Sailor's answers were a bit general and broad. I would have liked to hear more specifics concerning international goals and connections to faculty research. ,,With reservation,I suppose that I found her answers more general than the other finalist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Anonymous,Anonymous,Anonymous,2025-04-24 15:52:57,Public link,N/A,N/A,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very Good,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Anonymous,Anonymous,Anonymous,2025-04-24 15:29:01,Public link,N/A,N/A,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Anonymous,Anonymous,Anonymous,2025-04-24 13:27:44,Public link,N/A,N/A,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Excellent,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Anonymous,Anonymous,Anonymous,2025-04-24 13:07:50,Public link,N/A,N/A,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Very Good,Awareness and connection with many humanities leaders,"Not detailed enough, seems to general and unaware of current ""fan base"" of humanities practicioners on campus. Not strategic enough mention of REDD and need to develop a strong relationship with it.",I like other candidate's more detailed focus with specific suggestions such as yearly changing themes.,With reservation,More backward looking than forward looking. Not enough detail. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Anonymous,Anonymous,Anonymous,2025-04-24 15:04:05,Public link,N/A,N/A,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Excellent,"I appreciate that Dr. Sailor defines humanities in broad and adaptable ways. I like the ECTL model, Board of Advisors, and her grant writing expertise.",None,No,Yes,,I appreciate that we have had two highly qualified candidates with solid visions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Anonymous,Anonymous,Anonymous,2025-04-25 06:16:12,Public link,N/A,N/A,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,"Rachel’s existing experience with Humanities funding and organizing bodies (NEH, CHCI) will be invaluable for WIHR going forward. She already has the connections the Institute needs.",,,Yes,,"Of the two candidates, my vote is for Rachel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Anonymous,Anonymous,Anonymous,2025-04-26 09:43:46,Public link,N/A,N/A,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Very Good,Dr Sailor promised to be effective at interacting with donors and lawmakers in the state. She articulated a compelling vision for the public and Wyoming-focused humanities.,"I thought she emphasized public humanities at the expense of my traditional humanities, when both are important. Compared to Dr Morris, Dr Sailor had a less energizing and inspiring vision for WIHR",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Anonymous,Anonymous,Anonymous,2025-04-25 06:09:25,Public link,N/A,N/A,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Very Good,Dr Sailor had a very broad and expansive view of the humanities which I agree with. ,"Dr Sailor discussed plans that were very ambitious and, though she mentioned funding opportunities, it wasn’t clear that she would be able to fund all of her plans. ",No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
